date,industry_code,industry_name,employed_thousands,employed_yoy_change_thousands,employed_yoy_change_pct,rank_by_employment,growth_category,is_latest_year,is_focus_industry
2005-01-01,I,"Transport, Postal & Warehousing",516.2,37.3,7.79,11,Growing,0,0
2006-01-01,I,"Transport, Postal & Warehousing",538.6,22.4,4.33,10,Growing,0,0
2007-01-01,I,"Transport, Postal & Warehousing",547.2,8.6,1.6,10,Stable,0,0
2008-01-01,I,"Transport, Postal & Warehousing",561.6,14.4,2.63,10,Growing,0,0
2011-01-01,I,"Transport, Postal & Warehousing",580.6,19.1,3.4,10,Growing,0,0
2012-01-01,I,"Transport, Postal & Warehousing",570.4,-10.2,-1.76,11,Stable,0,0
2013-01-01,I,"Transport, Postal & Warehousing",586.8,16.4,2.88,10,Growing,0,0
2014-01-01,I,"Transport, Postal & Warehousing",598.8,12.0,2.05,10,Growing,0,0
2015-01-01,I,"Transport, Postal & Warehousing",577.6,-21.3,-3.55,10,Shrinking,0,0
2016-01-01,I,"Transport, Postal & Warehousing",596.0,18.4,3.19,10,Growing,0,0
2017-01-01,I,"Transport, Postal & Warehousing",609.4,13.4,2.26,10,Growing,0,0
2018-01-01,I,"Transport, Postal & Warehousing",640.9,31.5,5.16,10,Growing,0,0
2019-01-01,I,"Transport, Postal & Warehousing",664.3,23.4,3.65,10,Growing,0,0
2020-01-01,I,"Transport, Postal & Warehousing",669.0,4.7,0.71,10,Stable,0,0
2021-01-01,I,"Transport, Postal & Warehousing",643.8,-25.2,-3.77,10,Shrinking,0,0
2022-01-01,I,"Transport, Postal & Warehousing",669.9,26.1,4.05,10,Growing,1,0
1995-01-01,F,Wholesale Trade,417.6,,,12,Stable,0,0
1996-01-01,F,Wholesale Trade,433.5,15.9,3.8,12,Growing,0,0
1997-01-01,F,Wholesale Trade,435.0,1.5,0.35,11,Stable,0,0
1998-01-01,F,Wholesale Trade,461.5,26.5,6.1,10,Growing,0,0
1999-01-01,F,Wholesale Trade,489.3,27.8,6.02,10,Growing,0,0
2000-01-01,F,Wholesale Trade,506.9,17.7,3.61,10,Growing,0,0
2001-01-01,F,Wholesale Trade,484.9,-22.0,-4.35,11,Shrinking,0,0
2002-01-01,F,Wholesale Trade,478.1,-6.8,-1.4,11,Stable,0,0
2003-01-01,F,Wholesale Trade,476.2,-1.9,-0.4,11,Stable,0,0
2004-01-01,F,Wholesale Trade,464.6,-11.6,-2.44,12,Shrinking,0,0
2005-01-01,F,Wholesale Trade,479.6,15.1,3.25,12,Growing,0,0
2006-01-01,F,Wholesale Trade,485.7,6.1,1.26,12,Stable,0,0
2007-01-01,F,Wholesale Trade,515.7,30.0,6.18,11,Growing,0,0
2008-01-01,F,Wholesale Trade,549.8,34.1,6.6,11,Growing,0,0
2011-01-01,F,Wholesale Trade,558.9,9.2,1.67,11,Stable,0,0
2012-01-01,F,Wholesale Trade,572.7,13.7,2.46,10,Growing,0,0
2013-01-01,F,Wholesale Trade,567.4,-5.3,-0.92,11,Stable,0,0
2014-01-01,F,Wholesale Trade,551.3,-16.1,-2.84,11,Shrinking,0,0
2015-01-01,F,Wholesale Trade,554.1,2.8,0.52,11,Stable,0,0
2016-01-01,F,Wholesale Trade,545.1,-9.0,-1.62,11,Stable,0,0
2017-01-01,F,Wholesale Trade,557.8,12.6,2.32,11,Growing,0,0
2018-01-01,F,Wholesale Trade,544.3,-13.4,-2.41,12,Shrinking,0,0
2019-01-01,F,Wholesale Trade,566.4,22.0,4.05,11,Growing,0,0
2020-01-01,F,Wholesale Trade,578.3,11.9,2.1,11,Growing,0,0
2021-01-01,F,Wholesale Trade,591.6,13.3,2.3,11,Growing,0,0
2022-01-01,F,Wholesale Trade,566.9,-24.7,-4.18,12,Shrinking,1,0
